,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore,id
178,1561741260000,307.67,313.58,295.18,306.26,430375.57719999994,1561827659999,131358131.70718569,230682,217930.05318,66538257.7328279,0,
179,1561827660000,306.14,324.74,291.88,304.81,478727.10132,1561914059999,148268119.6889696,255861,235877.31612,73094412.36164519,0,
180,1561914060000,304.87,306.8,281.02,284.56,513449.23926,1562000459999,151188277.98687,267688,271513.18139000004,79984479.4679308,0,
181,1562000460000,284.56,297.57,272.65,287.57,517019.64118000004,1562086859999,146541139.5790478,257332,262427.96738,74418468.9270131,0,
182,1562086860000,287.59,299.33,285.0,290.18,357017.01509,1562173259999,104705000.5458644,202486,180976.15097,53090506.7096701,0,
183,1562173260000,290.24,302.89,289.63,294.86,299216.23178000003,1562259659999,88417138.2449186,166332,154730.38639,45708383.450035006,0,
184,1562259660000,294.85,295.47,280.53,288.57,283010.55481999996,1562346059999,81517620.541047,161774,142652.17642,41105717.428892806,0,
185,1562346060000,288.61,296.71,284.4,293.02,201314.01509,1562432459999,58594180.796789706,127069,105116.10857000001,30615034.7994223,0,
186,1562432460000,293.11,295.71,284.25,292.35,164012.40666,1562518859999,47619881.102600604,111589,83696.51209,24312984.876506,0,
187,1562518860000,292.35,309.69,292.17,306.59,325938.32031,1562605259999,99465999.72610751,173168,174587.23839,53259654.760566294,0,
188,1562605260000,306.56,318.19,304.8,308.96,343602.57301000005,1562691659999,106911745.633435,196296,176874.38179999997,55033077.65986431,0,
189,1562691660000,308.93,314.18,281.04,285.22,392121.21015,1562778059999,118191581.36243911,211593,193613.45739,58429014.07452309,0,
190,1562778060000,285.08,290.68,262.12,272.98,512928.39136999997,1562864459999,141616867.56061572,284173,250937.65566999998,69195073.0238933,0,
191,1562864460000,272.98,278.99,262.98,271.8,329609.85922999994,1562950859999,89427620.56693012,179933,167082.52373000002,45334221.5173172,0,
192,1562950860000,271.78,277.35,264.95,268.53,179899.96613000002,1563037259999,48754268.6371098,120022,91217.85096,24712845.5701174,0,
193,1563037260000,268.48,270.44,229.45,237.27,477807.56308,1563123659999,118453083.68016759,233757,228334.08782999997,56679051.7450891,0,
194,1563123660000,237.29,240.33,203.08,232.76,696709.98181,1563210059999,155759651.1629096,316388,352612.96597,78784806.488086,0,
195,1563210060000,232.76,235.58,204.53,204.53,562639.41471,1563296459999,125680362.7117998,263974,283940.18477,63503895.719620496,0,
196,1563296460000,204.64,219.86,191.84,214.22,820319.71379,1563382859999,165546208.4806813,350213,419254.81893000007,84674854.05669409,0,
197,1563382860000,214.21,226.59,205.71,224.2,690061.4499400001,1563469259999,148900421.8033842,291349,355241.33579000004,76659336.1528004,0,
198,1563469260000,224.31,229.65,212.52,218.41,422453.44015000004,1563555659999,93273572.443903,202480,217409.26516,48015847.366131,0,
199,1563555660000,218.55,235.09,217.55,234.38,283610.05561000004,1563642059999,63933269.8032109,143936,150050.35699,33824113.8975826,0,
200,1563642060000,234.38,234.88,219.67,220.37,294171.49859,1563728459999,66656651.53360359,155374,149650.12591,33902163.6157995,0,
201,1563728460000,220.31,228.34,214.0,215.07,256575.48427999998,1563814859999,56772074.090746306,151396,127129.82393000001,28143647.0117035,0,
202,1563814860000,214.97,219.12,208.36,211.53,304282.52152,1563901259999,65025326.496465795,165294,155416.35329,33215885.880811095,0,
203,1563901260000,211.48,219.55,202.0,209.04,358526.33687999996,1563987659999,75294757.60809919,193124,190278.60706,39997380.1666612,0,
204,1563987660000,209.11,225.12,208.84,221.18,290954.77255,1564074059999,63989913.408245906,173202,149545.72905999998,32888065.2945611,0,
205,1564074060000,221.18,222.06,212.71,218.84,203712.47891,1564160459999,44179907.2414029,142113,102831.62099,22309715.0723125,0,
206,1564160460000,218.82,223.3,203.0,207.3,301240.63148,1564246859999,64479924.12421289,169424,144822.60824,31040954.1580773,0,
207,1564246860000,207.33,212.0,205.71,208.56,159494.56916,1564333259999,33267554.139845498,115752,83122.76064,17341248.207421698,0,
208,1564333260000,208.56,215.83,198.24,211.15,283636.07473,1564419659999,59307373.57275911,158710,142986.66768999997,29918034.7005247,0,
209,1564419660000,211.1,214.36,204.4,212.0,225963.81442999997,1564506059999,47320129.9172114,129903,127519.91396,26707014.9941304,0,
